Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Fault on 138 KV line,2003,12/4/03,10:15 p.m.,12/8/03,8:30 a.m.,Wisconsin Electric Power Company,Upper Peninsula of Michigan and Northeastern Wisconsin,MAIN,500,"36,000",equipment failure
Severe Weather,2010,8/4/10,5:00 p.m.,8/6/10,4:00 AM,American Electric Power,"Ohio, West Virginia, Kentucky",RFC,N/A,"37,000",severe weather
Relay Malfunction & Fire,2000,4/1/00,NA,NA,NA,Virginia Power & Electrical Co.,Virginia,SERC,143,"37,000","equipment failure, wild fire"
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/08,8:40 p.m.,6/17/08,11:00 p.m.,"Golden Spread Electric Cooperative, Inc","Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",TRE,276,"37,330","severe weather, thunderstorm, uncontrolled loss"
Brush Fire/Lines Loss/Transmission Emergency Declared,2008,7/2/08,7:36 p.m.,7/3/08,1:10 a.m.,Southern California Edison,Goleta and Santa Barbara Areas of Southern California,WECC,119,"37,784",wild fire
Severe Weather - Thunderstorms,2014,6/5/14,3:00 AM,6/7/14,11:45 PM,Memphis Light Gas and Water Division,"Shelby County, Tennessee",SERC,494,"38,500","severe weather, thunderstorm"
Loss of 300+ MW Load; Severe Weather - Thunderstorms,2013,6/13/13,3:30 PM,6/13/13,4:00 PM,Potomac Electric Power Company,District of Columbia; Maryland,RFC,700,"40,000","severe weather, thunderstorm"
Tripped Lines Fire,2000,6/14/00,3:54 p.m.,6/14/00,5:00:00 PM,Tucson Electric Power,Arizona,WECC,138,"40,911","wild fire, transmission interruption"
Severe Weather - Tornados,2013,5/20/13,3:00 PM,5/22/13,5:00 PM,Oklahoma Gas & Electric Co,"Moore, Oklahoma",SPP,Unknown,"41,306","severe weather, tornado"
Severe Weather,2010,12/26/10,8:15 a.m.,12/26/10,4:15 PM,Progress Energy Carolinas,Carolina,SERC,N/A,"42,000",severe weather
Units Tripped,2004,7/13/04,1:34 p.m.,7/13/04,5:15 p.m.,City of Tallahassee,"Leon  County, Florida",FRCC,283,"42,124",generator trip
Ice Storm,2002,12/3/02,6:30 PM,12/9/02,10:30 AM,Entergy Corporation,Arkansas,SPP,NA,"43,000","severe weather, winter storm"
Shed Firm Load,2008,9/22/08,5:49 p.m.,9/22/08,6:39 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,125,"43,600",load shedding
Loss of Transmission Equipment,2010,7/7/10,4:13 p.m.,7/7/10,10:29 PM,"PJM Interconnection, LLC","York, South Central Pennsylvania",RFC,N/A,"43,903",equipment failure
High Winds,2008,1/29/08,11:23 p.m.,1/30/08,12:48 a.m.,Dayton Power and Light,"South Metropolitan Areas of Dayton, OHio",RFC,380,"45,000","severe weather, wind"
Severe Weather,2009,12/18/09,10:55 p.m.,12/19/09,11:15 p.m.,Progress Energy Carolinas Inc,Western North Carolina,SERC,N/A,"47,000",severe weather
Breaker Failure,2003,7/1/03,3:15 p.m.,7/1/03,3:50 p.m.,Arizona Public Service Company,"Phoenix, Arizona",WECC,"1,000","47,000",equipment failure
Voltage Reduction/Load Shed,2005,8/1/05,10:28 a.m.,8/1/05,10:47 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,175,"47,116","voltage reduction, load shedding"
Severe Storm,2004,2/26/04,12:00 a.m.,2/26/04,1:30 a.m.,Southern Company,Georgia,SERC,10,"47,165","severe weather, storm"
Under Frequency/Load Shedding,2008,2/26/08,1:09 p.m.,2/26/08,2:10 p.m.,Florida Municipal Power Agency,Various Cities in Florida,FRCC,140,"47,661",load shedding
Severe Thunderstorms,2005,11/12/05,4:00 p.m.,11/14/05,6:00 p.m.,We Energies,Southeast Wisconsin,MAIN,10,"48,000","severe weather, thunderstorm"
Severe Weather,2009,12/9/09,1:37 p.m.,12/10/09,6:30 a.m.,American Electric Power,Ohio,RFC,N/A,"48,102",severe weather
Electrical System Separation (Islanding),2013,11/12/13,2:04 PM,11/12/13,2:05 PM,Pacific Gas & Electric Co,"Valle, California",WECC,55,"48,400",islanding
Severe Weather - Thunderstorms,2014,4/12/14,6:15 PM,4/14/14,9:00 AM,Consumers Energy,Western and Central Michigan,RFC,Unknown,"50,000","severe weather, thunderstorm"
Severe Weather - Ice/Snow,2013,12/22/13,3:28 AM,12/28/13,11:45 PM,Consumers Energy Co,"Southern Lower Penninsula, Michigan",RFC,Unknown,"50,000","severe weather, winter storm"
Severe Weather - Thunderstorms,2013,11/17/13,4:45 PM,11/21/13,4:45 PM,Consumers Energy Co,Entire Lower Peninsula Michigan,RFC,Unknown,"50,000","severe weather, thunderstorm"
Severe Weather - Winter Storm Nemo,2013,2/8/13,8:00 PM,2/11/13,8:30 PM,ISO New England/National Grid,Central and eastern Massachusetts; Rhode Island,NPCC,N/A,"50,000","severe weather, winter storm"
Severe Weather - Winter Storm Nemo,2013,2/8/13,8:55 PM,2/12/13,4:00 AM,ISO New England/NSTAR,Boston area and Southeast Massachusetts,NPCC,Unknown,"50,000","severe weather, winter storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,2:40 PM,10/30/12,6:16 PM,ISO New England obo NSTAR,"Boston, Southeast Massachusetts",NPCC,Unknown,"50,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,7:15 PM,10/30/12,3:02 PM,ISO New England,Southeast and Seacoast Maine,NPCC,Unknown,"50,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,4:03 PM,11/6/12,12:00 PM,PSE&G,New Jersey,NPCC,Unknown,"50,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,4:45 PM,10/31/12,11:00 AM,ISO New England/PSNH,New Hampshire,NPCC,N/A,"50,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,2:45 PM,11/1/12,1:30 AM,ISO New England/REMVEC,Eastern Massachusetts,NPCC,Unknown,"50,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Isaac,2012,8/29/12,9:00 AM,8/31/12,12:00 PM,Louisiana Generating LLC,Louisiana,SERC,300,"50,000","severe weather, hurricane/tropical storm"
Severe Weather,2011,10/29/11,4:16 PM,11/2/11,9:30 PM,"Consolidated Edison Company of NY, Inc",New York City area,NPCC,UNK,"50,000",severe weather
Severe Weather,2011,10/29/11,8:59 AM,11/7/11,3:00 PM,Potomac Edison,Pennsylvania,RFC,UNK,"50,000",severe weather
Severe Weather,2011,8/28/11,12:10 PM,8/28/11,12:11 PM,ISO New England,Eastern Massachusetts,NPCC,N/A,"50,000",severe weather
Severe Weather,2011,8/28/11,5:01 AM,9/3/11,5:01 AM,"Consolidated Edison Company of NY, Inc.",Borough's and Westshester County New York,NPCC,N/A,50000,severe weather
Severe Weather,2011,3/31/11,2:30 PM,4/1/11,11:59 PM,Progress Energy Florida (PEF),Central and Western Florida,FRCC,UNK,"50,000",severe weather
Severe Weather,2011,2/25/11,3:20 PM,2/25/11,6:00 PM,Dominion - Virginia Power,Virginia,SERC,UNK,50000,severe weather
Severe Storm,2010,1/19/10,2:30 p.m.,1/20/10,3:00 PM,San Diego Gas & Electric Company,San Diego and Orange Counties,WECC,"2,650","50,000","severe weather, storm"
Load Shedding,2008,12/26/08,11:40 a.m.,12/26/08,3:34 p.m.,Sacramento Municipal Utility District,"Orangevale Area of Sacramento, California",WECC,110,"50,000",load shedding
Ice Storm,2008,12/19/08,9:00 a.m.,12/20/08,8:20 a.m.,Midwest ISO,Northwest Indiana,RFC,N/A,"50,000","severe weather, winter storm"
Hurricane Ike,2008,9/13/08,10:24 a.m.,9/27/08,2:40 p.m.,Louisiana Generating LLC,Southwest Louisiana,SERC,40,"50,000","severe weather, hurricane/tropical storm"
High Winds,2006,11/15/06,1:00 p.m.,11/19/06,2:35 a.m.,Puget Sound Energy,"Whatcom and Skagit Counties, Washington",WECC,50,"50,000","severe weather, wind"
Hurricane Dennis,2005,7/10/05,12:53 p.m.,7/11/05,5:33 PM,Alabama Electric Coop Inc.,Southwest Alabama and Western Panhandle of Florida,SERC,51.2,"50,000","severe weather, hurricane/tropical storm"
Thunder/Lightning,2000,5/21/00,NA,5/22/00,,Duke Power,North Carolina,SERC,150-200,"50,000","severe weather, thunderstorm"
Severe Weather - Wind & Storms,2012,7/5/12,7:00 PM,7/6/12,4:00 PM,Tennessee Valley Authority (TVA),Northeast Tennessee,SERC,N/A,"50,001","severe weather, wind, storm"
Thunderstorms,2010,7/21/10,6:44 p.m.,7/21/10,8:00 PM,ISO New England,Connecticut,NPCC,N/A,"50,100","severe weather, thunderstorm"
High Winds and Rain,2010,3/13/10,12:00 p.m.,3/15/10,8:05 PM,ISO New England,Connecticut,NPCC,50,"50,246","severe weather, wind, rain"
Storm with High Winds,2003,11/13/03,7:30 a.m.,11/14/03,6:30 a.m.,Niagara Mohawk,New York,NPCC,Approx. 180,"50,280","severe weather, wind"
Ice Storm,2008,2/13/08,6:43 p.m.,2/14/08,12:00 p.m.,ISO New England,State of Maine,NPCC,50,"50,462","severe weather, winter storm"
Severe Weather,2011,6/2/11,11:45 PM,6/4/11,4:00 PM,South Carolina Electric and Gas,"Greater Columbia, South Carolina",SERC,0,"50,465",severe weather
Thunderstorms,2010,5/2/10,2:40 p.m.,5/9/10,7:30 PM,Tennesse Valley Authority,Tennessee and Mississippi,SERC,N/A,"50,500","severe weather, thunderstorm"
Thunderstorms,2004,6/23/04,7:00 p.m.,6/23/04,8:00 p.m.,Southern Company,Georgia and Alabama,SERC,50,"50,595","severe weather, thunderstorm"
Thunderstorms,2010,6/21/10,1:48 p.m.,6/22/10,8:31 PM,Duke Energy Midwest,"Cincinnati, OH",RFC,400,"50,636","severe weather, thunderstorm"
High Winds,2008,2/10/08,6:02 p.m.,2/11/08,4:00 a.m.,Duke Energy Carolinas,"Greenboro, North Carolina and I-40 Corridor",SERC,300,"50,718","severe weather, wind"
Severe Thunderstorms,2009,6/26/09,5:00 p.m.,6/29/09,9:00 a.m.,Connecticut Light and Power,Central Connecticut,NPCC,N/A,"50,752","severe weather, thunderstorm"
Severe Thunderstorms,2005,8/20/05,2:15 p.m.,8/20/05,4:21 p.m.,American Electric Power -AEP West,Northwest Arkansas,ECAR,650,"50,797","severe weather, thunderstorm"
High Winds,2003,11/12/03,5:00 p.m.,11/12/03,7:00 p.m.,Com Ed,Northern Illinois,MAIN,Est. 371.1,"51,000","severe weather, wind"
Severe Weather - Thunderstorms,2013,8/7/13,12:15 AM,8/7/13,9:27 PM,We Energies,Eastern Central Wisconsin,MRO,220,"51,160","severe weather, thunderstorm"
Load Shed/Declared EECP,2006,4/17/06,4:35 p.m.,4/17/06,6:10 p.m.,American Electric Power,AEP Texas Central/Texas North,ERCOT,108,"51,404",load shedding
Transmission Equipment Failure,2005,6/24/05,8:37 p.m.,6/24/05,11:06 p.m.,Commonwealth Edison Company,"Chicago, Illinois",MAIN,350,"51,500","equipment failure, transmission interruption"
Severe Weather,2011,7/4/11,6:00 PM,7/4/11,9:00 PM,Dominion Virginia Power,Virginia,SERC,150,"51,580",severe weather
Wind Storms,2005,3/8/05,11:00 a.m.,3/8/05,3:00 p.m.,Progress Energy - Carolinas,Eastern and Central North Carolina,SERC,180,"51,600","severe weather, wind"
Thunderstorms,2005,4/30/05,8:00 a.m.,4/30/05,10:00 a.m.,Southern Company,Alabama and Georgia,SERC,100,"51,808","severe weather, thunderstorm"
Equipment Trip & Failure,2013,2/8/13,11:38 AM,2/8/13,2:17 PM,Potomac Electric Power Company,District of Columbia; Prince George's County Maryland,RFC,140,"52,000",equipment failure
Thunderstorms,2010,9/22/10,4:08 p.m.,9/26/10,12:00 AM,Duquesne Light Company,"City of Pittsburgh, Pennsylvania",RFC,156,"52,000","severe weather, thunderstorm"
Severe Storm,2008,10/25/08,11:00 p.m.,10/27/08,7:00 a.m.,ISO New England,Connecticut,NPCC,N/A,"52,000","severe weather, storm"
Severe Thunderstorms,2003,7/4/03,6:00 a.m.,7/4/03,10:00 a.m.,We Energies,Southeast Wisconsin,MAIN,150,"52,000","severe weather, thunderstorm"
Severe Thunderstorm,2005,7/28/05,8:30 p.m.,8/1/05,5:00 p.m.,Duke Energy Company/Duke Power Control Area,Piedmont North and South Carolina,SERC,300,"52,200","severe weather, thunderstorm"
Severe Weather - Ice/Snow,2013,12/23/13,3:20 PM,12/25/13,11:32 AM,Central Maine Power Co,Central Maine Maine,NPCC,Unknown,"52,500","severe weather, winter storm"
Ice Storm,2005,12/15/05,5:05 a.m.,12/16/05,12:10  p.m.,Southern Company,Northeast Georgia,SERC,75,"52,659","severe weather, winter storm"
Severe Weather - Thunderstorms,2012,7/27/12,5:19 PM,7/28/12,5:19 PM,Duke Energy Midwest,Central Indiana,RFC,Unknown,"52,702","severe weather, thunderstorm"
Severe Weather,2011,6/7/11,2:00 PM,6/8/11,6:00 AM,American Electric Power,Ohio,RFC,UNK,"52,747",severe weather
Severe Weather,2011,4/4/11,7:00 PM,4/5/11,12:00 PM,American Electric Power (AEP),"Kentucky, West Virginia",RFC,UNK,"52,920",severe weather
Winter Storm,2010,2/12/10,5:00 a.m.,2/12/10,5:00 PM,American Electric Power,"East Texas, Western Arkansas, Northern Lousiania",SPP,N/A,"52,999","severe weather, winter storm"
Severe Weather - Thunderstorms,2013,6/13/13,5:45 PM,6/14/13,6:30 PM,Duke Energy Progress,Central and Eastern North Carolina,SERC,Unknown,"53,000","severe weather, thunderstorm"
Thunderstorms,2010,6/23/10,5:48 p.m.,6/24/10,2:21 AM,Northern Indiana Public Service Company,Northwest Indiana,RFC,N/A,"53,000","severe weather, thunderstorm"
Fire/Load Shedding,2008,12/2/08,4:30 a.m.,12/2/08,7:00 a.m.,Midwest ISO,"St. Louis, Missouri",RFC,135,"53,000","wild fire, load shedding"
Thunderstorms,2008,6/26/08,5:00 p.m.,6/26/08,9:30 p.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,N/A,"53,000","severe weather, thunderstorm"
Severe Thunderstorm,2005,9/22/05,11:00 a.m.,9/26/05,11:30 p.m.,DTE Energy,Southeast Michigan,ECAR,366,"53,000","severe weather, thunderstorm"
Severe Weather,2011,8/24/11,2:51 PM,8/24/11,10:00 PM,American Electric Power (AEP),"Arkansas, Louisiana, Texas",SPP,N/A,"53,064",severe weather
Severe Weather,2011,9/5/11,4:30 PM,9/7/11,3:45 PM,Southern Company,Alabama; Georgia,SERC,177,"53,295",severe weather
Interruption of Firm Power,2002,8/2/02,12:43 PM,8/2/02,6:36 AM,Central Illinois Light Co.,Illinois,MAIN,232,"53,565",load shedding
Ice/Snow Storm,2009,1/28/09,10:00 a.m.,1/30/09,9:20 p.m.,Duke Energy Ohio,Northern Kentucky and Southwest Ohio,RFC,N/A,"53,600","severe weather, winter storm"
Ice/Snow Storm,2009,1/28/09,7:50 a.m.,2/13/09,8:03 a.m.,Duke Energy Indiana,Southern Indiana,RFC,N/A,"53,700","severe weather, winter storm"
Under Frequency/Load Shedding,2008,2/26/08,1:09 p.m.,2/26/08,2:40 p.m.,Tampa Electric Company,Tampa Electric Service Territory,FRCC,318,"53,965",load shedding
Severe Weather,2011,8/8/11,8:58 PM,8/10/11,4:30 PM,Oklahoma Gas & Electric,Northern and Central Oklahoma,SPP,N/A,"54,000",severe weather
Severe Weather,2011,5/24/11,4:45 PM,5/26/11,5:00 PM,Oklahoma Gas & Electric,Central Oklahoma,SPP,UNK,"54,000",severe weather
Severe Weather,2008,2/12/08,3:00 p.m.,2/15/08,5:00 p.m.,Entergy Corporation,"Arkansas, Mississippi, Louisiana",SERC,N/A,"54,000",severe weather
High Winds,2008,1/30/08,3:06 a.m.,2/1/08,2:50 p.m.,Niagara Mohawk Power Corporation,"Western, New York",NPCC,50,"54,316","severe weather, wind"
Major Storm,2011,3/21/11,12:35 PM,3/21/11,2:45 PM,Southern California Edison Company (SCE),Southern California,WECC,150,"54,332","severe weather, storm"
Voltage Reduction/Load Shed,2006,4/7/06,8:43 a.m.,4/7/06,9:29 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,116,"54,700","voltage reduction, load shedding"
Severe Weather,2011,4/26/11,9:51 AM,4/28/11,9:51 AM,Tennessee Valley Authority,"Alabama, Georgia, Mississippi, Tennessee",SERC,UNK,"55,000",severe weather
Severe Weather,2011,4/22/11,9:00 PM,4/22/11,11:00 PM,Ameren,"Metro St. Louis area, Missouri",SERC,0,"55,000",severe weather
Thunderstorms,2010,7/29/10,5:43 p.m.,7/29/10,8:07 PM,Dominion - Virginia Power,Virginia,SERC,N/A,"55,000","severe weather, thunderstorm"
Winter Storm,2010,2/25/10,5:00 p.m.,3/2/10,7:00 PM,Consolidated Edison of NY,New York City,NPCC,N/A,"55,000","severe weather, winter storm"
Severe Thunderstorms,2007,8/9/07,2:53 p.m.,8/9/07,4:11 p.m.,Duquesne Light Company,"Highland Area of Pittsburgh, Pennsylvania",RFC,90,"55,000","severe weather, thunderstorm"
Severe Thunderstorms,2005,7/23/05,1:02 a.m.,7/26/05,10:50 a.m.,Potomac Electric Power Company (Pepco),"Washington, DC, Montgomery and Prince Georges Counties, Maryland",MAAC,N/A,"55,118","severe weather, thunderstorm"
Severe Storms,2003,7/4/03,11:41 p.m.,7/6/03,9:00 p.m.,Cinergy,"Southwest Ohio, portions of Indiana",ECAR,200,"55,142","severe weather, storm"
Thunderstorms,2008,3/4/08,9:30 p.m.,3/4/08,10:45 p.m.,Duke Energy Carolinas,North and South Carolina,SERC,300,"55,267","severe weather, thunderstorm"
Transmission Equipment Failure/Fire,2006,5/3/06,3:30 p.m.,5/3/06,9:35 p.m.,Pacific Gas and Electric Company,City of Bakersfield area,WECC,300,"55,655","equipment failure, wild fire"
Severe Weather - Thunderstorms,2014,6/15/14,12:00 AM,6/15/14,1:00 AM,Xcel Energy,Central Minnesota,MRO,Unknown,"55,951","severe weather, thunderstorm"
Severe Weather - Heavy Winds,2014,5/9/14,6:00 PM,5/11/14,1:00 PM,Vectren Energy Delivery of Indiana,Indiana,RFC,Unknown,"56,000","severe weather, wind"
Severe Weather,2011,6/21/11,6:30 PM,6/22/11,7:00 AM,American Electric Power (AEP),AEP Region,RFC,UNK,"56,000",severe weather
Severe Thunderstorms,2011,6/12/11,7:00 PM,6/12/11,8:30 PM,Dominion Virginia Power,Virginia,RFC,250,"56,000","severe weather, thunderstorm"
Winter Storm,2009,10/9/09,10:45 p.m.,10/11/09,4:00 p.m.,Entergy Corporation,Arkansas and North Louisiana,SERC,N/A,"56,000","severe weather, winter storm"
Severe Thunderstorms,2008,7/22/08,3:00 a.m.,7/23/08,3:30 a.m.,Duke Energy Ohio,Southwest Ohio,RFC,N/A,"56,000","severe weather, thunderstorm"
Thunderstorms,2008,7/2/08,8:00 p.m.,7/3/08,3:00 a.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,N/A,"56,000","severe weather, thunderstorm"
Shed Firm Load,2008,2/26/08,1:09 p.m.,2/26/08,1:47 p.m.,Seminole Electric Cooperative,FRCC Region-West Coast Florida,FRCC,120,"56,000",load shedding
Lightning Storm,2008,5/27/08,2:02 p.m.,5/27/08,3:52 p.m.,ISO New England,South West Connecticut,NPCC,130,"56,400","severe weather, thunderstorm"
Severe Weather - Winter Storm Nemo,2013,2/26/13,1:00 PM,3/1/13,10:00 AM,"Associated Electric Coop, Inc",Northern Missouri,SERC,Unknown,"56,444","severe weather, winter storm"
Severe Weather - Thunderstorms,2014,6/5/14,1:06 PM,6/5/14,1:07 PM,Tennessee Valley Authority,West Tennessee,SERC,Unknown,"56,475","severe weather, thunderstorm"
Severe Thunderstorms,2006,9/28/06,8:08 p.m.,9/28/06,10:10 p.m.,Dominion - Virginia Power/North Carolina Power,"North, Central and Eastern Virginia and Northern North Carolina",SERC,84,"56,500","severe weather, thunderstorm"
Severe Thunderstorms,2009,4/10/09,10:00 p.m.,4/11/09,2:30 a.m.,Southern Company,Alabama and Georgia,SERC,162,"56,679","severe weather, thunderstorm"
Severe Thunderstorms with Strong Winds,2004,6/2/04,2:35 a.m.,6/6/04,6:00 p.m.,American Electric Power,"Tulsa, Oklahoma",ECAR,280,"56,874","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2014,4/29/14,9:37 AM,5/1/14,9:00 AM,Tennessee Valley Authority,"Northeastern Mississippi, Northern Alabama",SERC,Unknown,"57,000","severe weather, thunderstorm"
Severe Weather,2010,8/11/10,3:21 p.m.,8/11/10,12:12 PM,American Electric Power,Ohio,RFC,N/A,"57,000",severe weather
Winter Storm,2010,2/5/10,10:30 p.m.,2/12/10,12:00 PM,Duquesne Light Company,Southwestern Pennsylvania,RFC,N/A,"57,000","severe weather, winter storm"
Tropical Storm Hanna,2008,9/6/08,7:45 a.m.,9/6/08,10:30 a.m.,Progress Energy Carolinas,Eastern North Carolina,SERC,N/A,"57,000","severe weather, hurricane/tropical storm"
Severe Weather,2008,2/6/08,9:00 a.m.,2/6/08,11:00 a.m.,Tennessee Valley Authority,Mid to West Tennessee,SERC,N/A,"57,000",severe weather
Severe Weather - Thunderstorms,2012,7/26/12,6:30 PM,7/27/12,5:22 PM,American Electric Power (AEP),Eastern Ohio,RFC,Unknown,"57,054","severe weather, thunderstorm"
Severe Weather - Wind,2014,4/4/14,3:30 AM,4/4/14,8:15 AM,"Entergy Services, Inc.",Central Arkansas,SERC,Unknown,"57,200","severe weather, wind"
Severe Weather,2011,5/10/11,10:21 PM,5/11/11,2:25 PM,American Electric Power,"Kentucky, West Virginia",RFC,UNK,"58,000",severe weather
Severe Thunderstorms,2008,7/22/08,3:00 a.m.,7/24/08,7:32 p.m.,Duke Energy Indiana,Indiana,RFC,N/A,"58,000","severe weather, thunderstorm"
Winter Snow/Ice Storm,2006,2/12/06,2:00 a.m.,2/13/06,7:00 a.m.,Delmarva Power,Entire Delmarva Power service territory,RFC,50,"58,000","severe weather, winter storm"
Severe Thunderstorms,2009,8/9/09,7:31 p.m.,8/10/09,9:59 a.m.,Consumers Energy,"Michigan, Lower Peninsula",RFC,N/A,"58,156","severe weather, thunderstorm"
Winter Storm,2010,2/6/10,8:00 a.m.,2/6/10,9:00 AM,Delmarva Power & Light Company,Delmarva Peninsula,RFC,N/A,"58,491","severe weather, winter storm"
Severe Thunderstorms,2007,8/19/07,11:34 p.m.,8/20/07,1:10 a.m.,Dominion Virginia Power,Central and Eastern Virginia,SERC,100,"58,500","severe weather, thunderstorm"
Transmission System Interruption,2013,3/3/13,6:39 AM,3/3/13,10:29 AM,Pacific Gas & Electric Co,"Merced County, California",WECC,300,"58,850",transmission interruption
Severe Weather - Ice/Snow,2013,12/22/13,6:16 AM,12/24/13,11:59 PM,Niagara Mohawk Power Corp.,Frontier/Genesee/Northern New York,NPCC,Unknown,"59,000","severe weather, winter storm"
Severe  Thunderstorms with Strong Winds,2004,6/2/04,1:46 a.m.,6/7/04,4:00 p.m.,American Electric Power,"Shreveport, Louisiana",ECAR,350,"59,057","severe weather, thunderstorm"
Wind Storm,2006,12/1/06,6:20 p.m.,12/2/06,6:00 a.m.,American Electric Power,Ohio,RFC,N/A,"59,106","severe weather, wind"
Ice/Snow Storm,2009,1/27/09,3:43 p.m.,1/29/09,9:00 a.m.,American Electric Power,CSWS-AEP West,RFC,N/A,"59,402","severe weather, winter storm"
Major Transmission Distribution System Interruption,2004,10/28/04,3:27 p.m.,10/28/04,6:08 p.m.,Pacific Gas and Electric  Company,"San  Jose, California",WECC,103,"59,458",transmission interruption
Severe Thunderstorms,2008,8/3/08,1:30 a.m.,8/3/08,4:15 a.m.,Entergy Corporation,"Mississippi, Louisiana, Texas",SERC,N/A,"59,500","severe weather, thunderstorm"
Earthquakes,2006,10/15/06,7:09 a.m.,10/15/06,4:12 p.m.,"Maui Electric Company, Ltd.",Island of Maui,HECO,110,"59,886",earthquake
Severe Weather - Thunderstorms,2012,6/30/12,10:30 PM,7/2/12,8:11 AM,"Southern Maryland Electric Cooperative, Inc.","Calvert, Charles, St. Mary's, Prince Georges Counties Maryland",RFC,354,"60,000","severe weather, thunderstorm"
Severe Weather,2011,12/7/11,7:29 PM,12/7/11,10:57 PM,Dominion Virginia Power,Central Virginia,SERC,240,"60,000",severe weather
Severe Weather,2011,12/1/11,10:00 AM,12/2/11,1:11 PM,PacifiCorp,Wasatch Front Area Utah,WECC,UNK,"60,000",severe weather
Winter Storm,2011,2/9/11,3:45 AM,2/9/11,9:12 AM,CenterPoint Energy,"Western Houston, Texas",TRE,399,"60,000","severe weather, winter storm"
Winter Storm,2010,11/21/10,1:39 a.m.,11/24/10,4:46 PM,Pacific Gas and Electric,Northern and Central California,WECC,75,"60,000","severe weather, winter storm"
Winter Storm,2010,11/13/10,3:00 p.m.,11/14/10,10:00 PM,Xcel Energy/Northern States Power Company,Minnesota,MRO,N/A,"60,000","severe weather, winter storm"
Severe Weather,2009,3/1/09,4:00 p.m.,3/1/09,11:25 p.m.,Southern Company,Southern Balancing Area,SERC,75,"60,000",severe weather
Ice Storm,2008,12/11/08,6:00 p.m.,12/15/08,12:00 a.m.,Central Hudson Gas and Electric,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,NPCC,N/A,"60,000","severe weather, winter storm"
Storm,2008,6/10/08,11:00 p.m.,6/11/08,9:00 a.m.,ISO New England,All Six New England States,NPCC,50,"60,000","severe weather, storm"
Major Storm,2007,7/19/07,3:00 p.m.,7/22/07,11:30 p.m.,DTE Energy  (Detroit Edison),Southwestern Region of Service Territory,RFC,-,"60,000","severe weather, storm"
Major Snow Storm,2006,2/12/06,12:06 a.m.,2/14/06,5:44 p.m.,Potomac Electric Power Company,"Washington DC, Montgomery and Prince Georges Counties MD",RFC,300,"60,000","severe weather, winter storm"
Hurricane Ophelia,2005,9/14/05,3:00 p.m.,9/15/05,3:00 p.m.,Progress Energy - Carolinas,Eastern North Carolina,SERC,215,"60,000","severe weather, hurricane/tropical storm"
Tornado,2000,12/16/00,11:36 a.m.,12/18/00,6:00 p.m.,Alabama Power Co.,"Geneva, Southeast Alabama",SERC,NA,"60,000","severe weather, tornado"
Severe Weather,2010,12/12/10,4:30 p.m.,12/15/10,2:00 PM,Detroit Edison,Southeastern Michigan,RFC,210,"60,175",severe weather
Major Storm,2011,3/23/11,6:30 PM,3/24/11,4:55 AM,American Electric Power - AEP,"Indiana. Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia",RFC,UNK,"60,596","severe weather, storm"
Snow and High Winds,2010,11/8/10,6:47 a.m.,11/8/10,6:00 PM,ISO New England,Maine,NPCC,N/A,"60,863","severe weather, winter storm, wind"
Uncontrolled Loss,2008,6/11/08,1:15 p.m.,6/11/08,2:05 p.m.,New York Independent System Operator,New York State,NPCC,200,"61,000",uncontrolled loss
Tropical Storm Ernesto,2006,9/1/06,5:30 a.m.,9/1/06,10:00 a.m.,"Progress Energy Carolinas, Inc.",Eastern North Carolina,SERC,N/A,"61,000","severe weather, hurricane/tropical storm"
Severe Storms,2004,7/25/04,10:00 p.m.,7/25/04,11:00 p.m.,Southern Company,"Georgia, Alabama, Florida panhandle, Southern Mississippi",SERC,61,"61,004","severe weather, storm"
Severe Weather - High Winds,2014,3/12/14,7:35 PM,3/13/14,12:00 PM,Duke Energy Carolinas,North Carolina,SERC,250,"61,377","severe weather, wind"
Severe Weather - Thunderstorms,2012,8/4/12,4:00 AM,8/4/12,7:20 AM,Northern Indiana Public Service Company,Northern Indiana,RFC,N/A,"61,413","severe weather, thunderstorm"
