Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Severe Weather - Hurricane Sandy,2012,10/29/12,6:46 PM,11/3/12,10:45 AM,"Orange and Rockland Utilities, Inc.",Southeast New York; New Jersey,"NPCC, RFC",Unknown,"200,000","severe weather, hurricane/tropical storm"
Shed Firm Load/Voltage Reduction,2008,8/16/08,8:14 a.m.,8/16/08,3:00 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,300,"200,000","load shedding, voltage reduction"
Wild Land Fire,2008,7/2/08,7:16 p.m.,7/2/08,11:28 p.m.,California ISO,"Santa Barbara County, California, near Goleta",WECC,208,"200,000",wild fire
Load Shed/Declared EECP,2006,4/17/06,3:25 p.m.,4/17/06,7:30 p.m.,Electric Reliability Council of Texas,ERCOT Region of Texas,ERCOT,"1,000","200,000",load shedding
Severe Weather,2006,2/17/06,4:32 a.m.,2/17/06,12:00 p.m.,National Grid - NY  (Niagara Mohawk Power Corp),Upstate New York,NPCC,250,"200,000",severe weather
Hurricane Rita,2005,9/24/05,6:00 a.m.,10/2/05,5:00 p.m.,TXU Electric Delivery Company,"Nacogdoches, Lufkin, Tyler, Jacksonville, Rusk, Paris, Commerce, Huntington",ERCOT,260,"200,000","severe weather, hurricane/tropical storm"
High Winds/Tornados,2005,9/21/05,7:00 p.m.,9/27/05,11:00 p.m.,Xcel Energy - Northern States  Power,Minnesota,MRO,N/A,"200,000","severe weather, tornado"
Hurricane Charley,2004,8/13/04,1:30 p.m.,8/13/04,12 a.m.,Seminole Electric Cooperative,"Florida counties of Collier, Hendry, Glades, Highlands, Charlotte, Desoto, Lee, Hardee, and Polk",FRCC,700,"200,000","severe weather, hurricane/tropical storm"
Severe Thunderstorms,2004,7/21/04,5:30 p.m.,7/22/04,7:00 p.m.,Commonwealth Edison,"Chicago, Illinois",MAIN,Approx. 200,"200,000","severe weather, thunderstorm"
Severe Weather,2011,8/26/11,12:30 AM,8/28/11,12:30 AM,FirstEnergy Corp: Metropolitan Edison Company,Pennsylvania,RFC,N/A,"200,717",severe weather
Severe Weather,2011,7/28/11,12:14 AM,7/29/11,12:00 PM,Exelon Corporation/ComEd,"Entire ComEd Territory, Indiana",RFC,UNK,"201,000",severe weather
Strong Thunderstorm/High Winds,2005,6/5/05,2:00 p.m.,6/10/05,7:30 a.m.,DTE Energy,Southeast  Michigan,ECAR,"1,826","201,580","severe weather, thunderstorm"
Severe Weather,2011,10/26/11,5:00 AM,10/27/11,3:00 PM,Public Service Company of Colorado,"Denver; Ft. Collins, Colorado",WECC,UNK,"204,000",severe weather
Severe Weather - Thunderstorms,2012,6/30/12,1:15 AM,7/7/12,5:33 PM,Atlantic City Electric,Atlantic City Electric Service Territory New Jersey,RFC,UNK,"205,000","severe weather, thunderstorm"
Severe Storm,2004,3/7/04,6:30 p.m.,3/9/04,8:00 a.m.,Duke Energy Company/Duke Power Control Area,North and South Carolina,SERC,"1,000","206,000","severe weather, storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,12:00 AM,11/9/12,11:59 PM,FirstEnergy Corp: Mon Power Company,West Virginia,RFC,0,"208,000","severe weather, hurricane/tropical storm"
Winter Storm,2011,1/26/11,5:00 PM,1/31/11,8:00 AM,Potomac Electric Power Co/ PEPCO Holdings Inc.,"Montgomery and Prince George's County, Maryland and District of Columbia",RFC,N/A,"210,000","severe weather, winter storm"
Severe Weather,2006,5/25/06,7:50 p.m.,5/27/06,9:00 a.m.,"Duke Energy - Ohio, Kentucky, Indiana","Southwest Ohio, Northern Kentucky, Central Indiana",RFC,800,"210,000",severe weather
Wind Storm,2008,12/28/08,4:45 a.m.,12/31/08,6:00 p.m.,Consumers Energy,Michigan Lower Peninsula,RFC,N/A,"210,517","severe weather, wind"
Winter Storm,2005,4/1/05,Midnight,4/6/05,12:00 p.m.,Cleveland Electric Illuminating Company/First Energy Corporation,"Cleveland, Ohio and northeast Ohio",ECAR,N/A,"211,000","severe weather, winter storm"
Winter Storm,2005,1/4/05,6:00 p.m.,1/14/05,12:00 p.m.,Westar Energy,Eastern one third of the state of Kansas,SPP,200,"211,000","severe weather, winter storm"
Hurricane Dolly,2008,7/23/08,5:56 a.m.,7/31/08,4:00 a.m.,American Electric Power,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",TRE,703,"211,266","severe weather, hurricane/tropical storm"
High Winds,2008,2/10/08,11:00 a.m.,2/10/08,11:36 p.m.,PJM Interconnection LLC,"Virginia, West Virginia, Ohio, Pennsylvania",RFC,N/A,"212,560","severe weather, wind"
Winter Storm,2011,2/2/11,3:00 AM,2/4/11,11:59 PM,Exelon Corporation/PECO,"Philadelphia area, Pennsylvania",RFC,UNK,"213,000","severe weather, winter storm"
Ice Storm,2007,2/24/07,7:23 p.m.,2/25/07,12:47 a.m.,Midwest ISO,"Cedar Rapids, Iowa",RFC,750,"215,000","severe weather, winter storm"
Severe Weather,2011,5/23/11,4:45 PM,5/25/11,11:59 PM,Duke Energy Midwest,"Central, Indiana",RFC,"1,024","215,387",severe weather
Ice Storm,2009,1/27/09,9:00 p.m.,1/29/09,6:00 a.m.,Arkansas Electric Cooperative Corporation,Northern Arkansas,SERC,600,"215,700","severe weather, winter storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,12:00 PM,11/4/12,11:00 PM,FirstEnergy Corp: Jersey Central Power & Light,New Jersey,RFC,Unknown,"217,000","severe weather, hurricane/tropical storm"
Winter Storm,2009,3/1/09,10:00 p.m.,3/3/09,6:00 p.m.,Dominion Virginia/North Carolina Power,Central Virginia - Spotsylvania County,SERC,210,"217,000","severe weather, winter storm"
Severe Weather,2011,5/26/11,6:30 PM,5/28/11,4:44 AM,Southern Company,"Southern Balancing Area, Georgia",SERC,729,"218,783",severe weather
Severe Weather - Hurricane Sandy,2012,10/29/12,5:13 PM,10/31/12,11:00 AM,Baltimore Gas & Electric Company,Greater Baltimore Maryland,RFC,0,"219,000","severe weather, hurricane/tropical storm"
Severe Weather - Thunderstorms,2013,8/16/13,4:58 PM,8/17/13,11:58 PM,CenterPoint Energy,Houston Service Area Texas,TRE,Unknown,"219,681","severe weather, thunderstorm"
Severe Weather,2011,8/27/11,11:05:00 p.m.,8/29/11,3:30 PM,Pepco,District of Columbia; Maryland,RFC,N/A,"220,000",severe weather
Severe Weather,2011,4/16/11,2:16 PM,4/17/11,4:30 PM,Progress Energy Carolinas Inc,Central and Eastern North Carolina,SERC,UNK,"220,000",severe weather
Winter Storm,2010,2/5/10,3:00 p.m.,2/13/10,4:00 PM,Atlantic City Electric,Southern NJ,RFC,N/A,"221,000","severe weather, winter storm"
Winter Storm,2010,2/9/10,6:00 p.m.,2/14/10,4:00 PM,Exelon Corporation,Southeastern Pennsylvania,RFC,N/A,"223,000","severe weather, winter storm"
Ice Storm,2002,11/17/02,6:00 AM,11/21/02,8:00 AM,Northeast Utilities,Northwest and North Central Connecticut,NPCC,NA,"224,912","severe weather, winter storm"
Ice Storm,2007,1/13/07,5:00 a.m.,1/19/07,12:00 p.m.,Ameren Corporation,Missouri and Illinois,MRO,N/A,"225,000","severe weather, winter storm"
Shed Firm Load,2006,8/3/06,2:16 p.m.,8/3/06,2:46 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,369,"227,480",load shedding
Hurricane Dennis,2005,7/10/05,8:00 a.m.,7/12/05,8:00 a.m.,Southern Company,"Alabama, Mississippi, Florida, Georgia",SERC,45,"228,102","severe weather, hurricane/tropical storm"
Wind Storm,2008,12/28/08,11:45 a.m.,12/28/08,11:30 p.m.,Midwest ISO,Michigan Lower Peninsula,RFC,N/A,"230,000","severe weather, wind"
Winter Storm,2009,1/28/09,3:00 a.m.,2/13/09,8:03 a.m.,Midwest ISO,"Illinois, Indiana, Ohio and Kentucky",RFC,N/A,"230,300","severe weather, winter storm"
Severe Weather - Winter Storm,2013,3/6/13,8:22 AM,3/7/13,10:27 AM,Dominion Virginia Power,Northwest Virginia,SERC,400,"233,000","severe weather, winter storm"
Winter Storm,2011,1/26/11,6:28 PM,1/29/11,5:00 PM,Baltimore Gas and Electric Company,Maryland,RFC,N/A,"234,326","severe weather, winter storm"
Severe Thunderstorms,2008,6/17/08,9:01 a.m.,6/19/08,8:30 p.m.,Oncor Electric Delivery Company LLC,"North, Central and East Texas",TRE,N/A,"234,393","severe weather, thunderstorm"
Severe Storm,2007,12/23/07,1:00 a.m.,12/23/07,9:00 p.m.,Exelon Corporation West ComEd,The Entire ComEd Service Territory,RFC,N/A,"237,000","severe weather, storm"
Hurricane Isabel,2003,9/18/03,2:00 p.m.,9/24/03,12:00 a.m.,Allegheny Power,"Maryland, West Virginia, Virginia and Pennsylvania",MAAC,"3,085","237,366","severe weather, hurricane/tropical storm"
Severe Weather,2000,5/2/00,4:00 a.m.,5/2/00,12:00:00 PM,Reliant Energy HL&P,"Houston, TX",ERCOT,NA,"238,000",severe weather
Hurricane Ike,2008,9/13/08,12:00 p.m.,9/15/08,8:00 a.m.,Oncor Electric Delivery Company LLC,"North, Central and East Texas",TRE,N/A,"238,392","severe weather, hurricane/tropical storm"
Severe Weather,2000,8/6/00,4:00 p.m.,8/7/00,12:00:00 PM,Commonwealth Edison,Illinois,MAIN,None,"239,567",severe weather
Severe Weather,2008,7/2/08,3:00 p.m.,7/6/08,12:00 p.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,125,"239,663",severe weather
Severe Weather - Thunderstorms,2013,3/18/13,7:30 PM,3/20/13,2:30 PM,Southern Company,North/Central Alabama; Georgia,SERC,800,"240,000","severe weather, thunderstorm"
Winter Storm,2003,12/28/03,9:00 p.m.,1/1/04,11:30 a.m.,Pacific Gas and Electric,Northern California,WECC,160,"241,000","severe weather, winter storm"
High Winds,2007,4/16/07,2:04 p.m.,4/16/07,7:03 p.m.,Dominion - Virginia Power/North Carolina,"North, East and Central Virginia/Parts of Northeast North Carolina",SERC,90,"242,000","severe weather, wind"
Severe Weather - Winter Storm,2012,12/25/12,12:45 AM,12/28/12,4:15 PM,Entergy,Arkansas; Louisiana; Mississippi; Texas,SPP,Unknown,"242,509","severe weather, winter storm"
Hurricane Lily,2002,10/3/02,3:33 AM,10/12/02,,Entergy Corporation,Coastal Areas of Southern Louisiana,SPP,NA,"242,910","severe weather, hurricane/tropical storm"
Strong Thunderstorms,2005,5/8/05,3:00 p.m.,5/8/05,10:00 p.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,672,"243,000","severe weather, thunderstorm"
Severe Storm,2009,6/19/09,1:00 p.m.,6/19/09,11:59 p.m.,Exelon Corporation ComEd,The Entire ComEd Service Territory,SERC,N/A,"245,000","severe weather, storm"
Wind Storm,2003,11/12/03,5:00 p.m.,11/16/03,6:00 p.m.,Consumers Energy,Lower Michigan Peninsula,ECAR,75-90,"245,000","severe weather, wind"
Wind Storm,2008,9/14/08,5:00 p.m.,9/22/08,3:20 a.m.,Cleveland Electric Illuminating Company,Northeast Ohio,RFC,430,"245,164","severe weather, wind"
Hurricane Gustav,2008,9/1/08,11:45 a.m.,9/10/08,4:00 p.m.,Cleco Power LLC,"Bayou Division and North Lake Division, Louisiana",SERC,N/A,"246,092","severe weather, hurricane/tropical storm"
Ice Storm,2005,1/5/05,4:00 p.m.,1/13/05,6:00 p.m.,Ohio Edison/First Energy,Akron and Mansfield areas,ECAR,250,"246,990","severe weather, winter storm"
Wind Storm,2008,12/27/08,4:00 p.m.,1/1/08,11:30 p.m.,DTE Energy,Southeastern Michigan,RFC,N/A,"247,847","severe weather, wind"
Severe Thunderstorms,2004,5/21/04,1:00 p.m.,5/25/04,12:00 p.m.,Consumers Energy,"Lower peninsula of Michigan following cities:  Grand Rapids, Kalamazoo, Battle Creek, Jackson, Bronson, Jonesville, Flint",ECAR,200,"248,209","severe weather, thunderstorm"
Severe Storms,2008,6/10/08,6:00 p.m.,6/14/08,11:30 a.m.,Public Service Electric and Gas,"Bergen, Essex and Hudson Counties, New Jersey",RFC,N/A,"248,800","severe weather, storm"
Lightning Storm,2008,6/4/08,3:00 p.m.,6/5/08,1:00 a.m.,Potomac Electric Power Company,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",RFC,N/A,"249,408","severe weather, thunderstorm"
High Winds,2006,12/14/06,7:00 p.m.,12/17/06,8:00 p.m.,Portland General Electric,"Oregon Counties: Multnomah, Clackamas, Washington, Marion",WECC,N/A,"249,500","severe weather, wind"
Snow Storm,2006,10/12/06,5:48 p.m.,10/23/06,12:00 a.m.,Niagara Mohawk Power Corporation,Western New York State,NPCC,600,"250,000","severe weather, winter storm"
Severe Thunderstorm/ Snow/Ice Storm,2006,2/16/06,12:00 p.m.,2/20/06,11:00 p.m.,Consumers Energy,"Muskegon, Michigan easterly to Bay City, Michigan",RFC,100,"252,089","severe weather, winter storm"
Thunderstorms,2008,6/4/08,3:04 p.m.,6/5/08,9:30 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,850,"253,800","severe weather, thunderstorm"
Interruption of Firm Load,2002,2/27/02,10:48 AM,2/27/02,11:35 AM,San Diego Gas & Electric,California,WECC,300,"255,000",load shedding
Severe Weather,2011,4/5/11,2:00 AM,4/7/11,11:00 PM,Duke Energy Carolinas,"North Carolina, South Carolina",SERC,"1,200","256,000",severe weather
Ice Storm,2007,12/10/07,3:08 a.m.,12/19/07,8:00 a.m.,American Electric Power,"Tulsa, Oklahoma",SPP,N/A,"256,663","severe weather, winter storm"
Two Large Units Tripped,2004,8/9/04,8:23 a.m.,8/9/04,11:10 a.m.,Puerto Rico Electric Power Authority,Whole Island of Puerto Rico,PR,451.7,"259,478",generator trip
Shed Firm Load,2008,11/11/08,8:30 a.m.,11/11/08,12:19 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,250,"261,000",load shedding
"Severe Weather - Cold Front, High Winds",2012,12/25/12,9:28 AM,12/26/12,4:28 PM,CenterPoint Energy,"Houston, Texas",TRE,294,"262,000","severe weather, cold, wind"
Generator Trip; Load Shed,2013,3/18/13,5:21 AM,3/18/13,5:41 AM,Puerto Rico Electric Power Authority,Systemwide Puerto Rico,PR,350,"262,937","load shedding, generator trip"
Winter Storm,2004,1/1/04,7:30 a.m.,1/2/04,4:00 p.m.,Pacific Gas and Electric Company,Northern California,WECC,170,"263,000","severe weather, winter storm"
Severe Weather,2011,8/27/11,10:00 PM,8/29/11,10:00 PM,Exelon Corporation / PECO,Pennsylvania,RFC,N/A,"264,000",severe weather
Severe Weather - Thunderstorms,2012,6/29/12,6:24 PM,7/6/12,10:00 AM,FirstEnergy (Mon Power),West Virginia,RFC,700,"265,000","severe weather, thunderstorm"
Hurricane Frances,2004,9/4/04,10:00 a.m.,9/12/04,7:00 p.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,100","268,000","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,4:00 PM,11/7/12,11:48 PM,FirstEnergy Corp: Met-Ed,Eastern Pennsylvania,RFC,0,"270,000","severe weather, hurricane/tropical storm"
Ice Storm,2002,1/29/02,Evening,NA,,Kansas City Power & Light,Metropolitan Kansas City Area,SPP,500-600,"270,000","severe weather, winter storm"
Severe Thunderstorm,2005,11/12/05,11:00 p.m.,11/14/05,11:59 p.m.,Consumers Energy,Western and Central portions of Michigan's Lower Peninsula,ECAR,408,"272,355","severe weather, thunderstorm"
Ice Storm,2011,1/31/11,10:00 PM,2/3/11,12:00 PM,Duke Energy Midwest,Southwestern Ohio and Indiana,RFC,996,"272,880","severe weather, winter storm"
Severe Thunderstorms,2009,2/11/09,6:00 p.m.,2/13/09,5:00 p.m.,American Electric Power,"Kentucky, West Virginia and Ohio",RFC,N/A,"279,813","severe weather, thunderstorm"
Substation Load Interruption,2009,4/23/09,5:54 p.m.,4/23/09,7:58 p.m.,Southern California Edison Co,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",WECC,512,"280,000",load shedding
Severe Thunderstorms,2004,5/21/04,2:00 a.m.,5/24/04,12:00 a.m.,Ohio Edison,Akron and Youngstown areas,ECAR,"133 on 5/21/04  between 3:00 a.m. and 4:00  a.m., 392 on 5/21/04 between 4:00 p.m. and 5:00 p.m.","281,000","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2013,6/13/13,4:08 PM,6/14/13,5:16 PM,Dominion Virginia Power,"Richmond Metro area, Virginia",SERC,900,"283,000","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2013,6/24/13,7:30 PM,6/25/13,5:46 PM,Exelon Corporation/ComEd,Illinois,RFC,Unknown,"283,451","severe weather, thunderstorm"
Severe Weather,2011,8/28/11,2:58 AM,8/30/11,2:58 AM,PPL Electric Utilities,Eastern and Northeastern Pennsylvania,RFC,110,"284,000",severe weather
High Winds,2010,10/27/10,8:00 a.m.,10/29/10,7:00 AM,Consumers Energy,Michigan's Northerly Lower Peninsula,RFC,240,"285,000","severe weather, wind"
Hurricane Jeanne,2004,9/26/04,2:00 a.m.,9/27/04,12:00 a.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,250","285,300","severe weather, hurricane/tropical storm"
Severe Weather,2011,8/27/11,2:57 AM,8/29/11,11:30 PM,Progress Energy Carolinas,Eastern North Carolina,SERC,UNK,"285,465",severe weather
Tropical Storm Cindy,2005,7/5/05,9:00 p.m.,7/6/05,9:00 a.m.,Entergy Corporation,"Southeast and Northeast, Louisiana including the New Orleans area",SPP,unknown,"287,000","severe weather, hurricane/tropical storm"
Shed Firm Load,2010,3/31/10,11:59 p.m.,4/1/10,12:55 AM,San Diego Gas & Electric Company,San Diego and Orange Counties,WECC,324,"290,000",load shedding
Earthquakes,2006,10/15/06,7:09 a.m.,10/16/06,2:55 p.m.,"Hawaiian Electric Company, Inc.",Island of Oahu,HECO,"1,170","291,000",earthquake
Lightning,2008,12/26/08,6:13 p.m.,12/27/08,5:00 p.m.,"Hawaiian Electric Company, Inc.","Island of Oahu, Hawaii",HI,"1,060","294,000","severe weather, thunderstorm"
Severe Weather,2010,7/25/10,3:10 p.m.,7/30/10,11:30 PM,Potomac Electric Power Co,"Washington, DC Region",RFC,N/A,"297,700",severe weather
Severe Thunderstorms,2011,6/21/11,9:45 PM,6/23/11,2:00 AM,Exelon Corporation/ComEd,Illinois,RFC,UNK,"300,000","severe weather, thunderstorm"
Severe Weather,2010,6/23/10,5:00 p.m.,6/25/10,1:40 PM,Commonwealth Edison,"Chicago, IL",RFC,N/A,"300,000",severe weather
Brush Fire/Load Shedding,2007,10/22/07,2:05 p.m.,10/22/07,2:22 p.m.,California Independent System Operator,Southern California,WECC,700,"300,000","wild fire, load shedding"
Major Storms,2007,7/10/07,11:00 a.m.,7/12/07,6:00 a.m.,National Grid - NY,Eastern New York,NPCC,650,"300,000","severe weather, storm"
Severe Storms,2007,5/2/07,1:30 p.m.,5/3/07,8:00 p.m.,Oncor Electric Delivery Company,"North Texas, Dallas Fort Worth Metroplex and Surrounding Counties, South to Waco and North to Red River",ERCOT,-,"300,000","severe weather, storm"
Strong Thunderstorm,2005,6/8/05,4:00 a.m.,6/10/05,10:00 p.m.,Xcel Energy - Northern States Power,Minnesota,MRO,50-100,"300,000","severe weather, thunderstorm"
Wild Fire _ Transmission Equipment,2003,12/1/03,6:16 p.m.,12/1/03,8:11 p.m.,REMVEC,Cape Cod and part of SE Massachusetts,NPCC,630,"300,000",
Severe Weather,2011,4/4/11,9:00 PM,4/5/11,11:30 PM,Southern Company,"Alabama, Florida, Georgia, Mississippi",SERC,674,"303,434",severe weather
Hurricane Wilma,2005,10/24/05,8:00 p.m.,11/2/05,4:30 p.m.,Allegheny Power,"Maryland, North Central West Virginia, Southwestern Pennsylvania, and Northern Pennsylvania",MAAC,400,"303,795","severe weather, hurricane/tropical storm"
Severe Weather,2011,10/29/11,8:59 AM,11/7/11,7:58 PM,Metropolitan Edison Company,Pennsylvania,RFC,UNK,"312,359",severe weather
Severe Lightning Storms,2006,7/16/06,2:00 p.m.,7/21/06,12:00 a.m.,Consumers Energy,Middle 1/3 of Michigan Lower Peninsula,RFC,150,"315,000","severe weather, thunderstorm"
Generation Inadequacy; Load Shed,2011,9/21/11,2:37 PM,9/21/11,3:47 PM,Puerto Rico Electric Power Authority (PREPA),Puerto Rico,PR,600,"319,616",load shedding
Severe Weather - Thunderstorms,2012,7/1/12,1:00 PM,7/3/12,3:00 PM,Exelon Corporation/ComEd,Illinois,RFC,Unknown,"320,000","severe weather, thunderstorm"
Hurricane Katrina,2005,8/29/05,3:50 p.m.,9/10/05,12:00 p.m.,Tennessee Valley Authority,"Alabama, Mississippi,  Tennessee",SERC,118.5,"323,529","severe weather, hurricane/tropical storm"
Severe Weather - Thunderstorms,2012,8/4/12,5:30 PM,8/5/12,12:10 PM,Exelon Corporation/ComEd,Northeast Illinois,RFC,Unknown,"325,000","severe weather, thunderstorm"
Severe Weather - Ice and Snow Storm,2013,11/17/13,7:00 AM,11/20/13,6:54 PM,Detroit Edison Co,Michigan,RFC,Unknown,"325,325","severe weather, winter storm"
Severe Weather - Thunderstorms,2012,7/24/12,7:30 AM,7/24/12,10:00 PM,Exelon Corporation/ComEd,Northern Illinois,RFC,Unknown,"330,000","severe weather, thunderstorm"
Tropical Storm Ernesto,2006,9/1/06,6:41 a.m.,9/3/06,3:25 p.m.,Dominion - Virginia Power/North Carolina Power,Virginia and North Carolina,SERC,500,"333,000","severe weather, hurricane/tropical storm"
Tropical Storm Ida,2009,11/12/09,6:45 p.m.,11/14/09,4:25 a.m.,Dominion VirginiaPower/Dominion North Carolina Power,"Southeastern Virginia, Northeastern North Carolina",SERC,400,"335,000","severe weather, hurricane/tropical storm"
Tropical Storm,2010,9/7/10,2:02 p.m.,9/8/10,1:27 AM,CPS Energy,"San Antonio, Texas",TRE,N/A,"340,350","severe weather, hurricane/tropical storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,4:00 PM,11/5/12,11:59 PM,FirstEnergy Corp: CEI,Greater Cleveland Ohio,RFC,0,"346,000","severe weather, hurricane/tropical storm"
Thunderstorms,2010,6/24/10,3:30 p.m.,6/29/10,11:59 PM,PECO,Southeastern Pennsylvania,RFC,N/A,"355,000","severe weather, thunderstorm"
Lightning Storm,2008,6/6/08,3:18 p.m.,6/12/08,8:00 a.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,100,"358,000","severe weather, thunderstorm"
Major Freezing Rain and Ice Storm,2004,12/23/04,3:37 a.m.,12/31/04,11:00 p.m.,American Electric Power,Columbus District,ECAR,800,"359,171","severe weather, winter storm"
High Winds and Rain,2010,3/13/10,6:00 p.m.,3/20/10,12:59 PM,Public Service Electric & Gas Company,"Southern, Central and Northern New Jersey",RFC,100,"360,000","severe weather, wind, rain"
Ice/Wind Storm,2007,2/13/07,2:00 p.m.,2/16/07,12:00 a.m.,Duke Energy Midwest,Indiana and Southwest Ohio,RFC,250,"367,500","severe weather, winter storm"
Severe Weather - Winter Storm,2014,3/7/14,3:30 AM,3/7/14,9:00 PM,Duke Energy Carolinas,"Triad, North Carolina",SERC,1500,"370,900","severe weather, winter storm"
Severe Weather - Hurricane Sandy,2012,10/29/12,6:48 PM,11/4/12,11:36 AM,Iberdrola USA (NYSEG),New York,NPCC,Unknown,"371,000","severe weather, hurricane/tropical storm"
Voltage Reduction,2012,9/26/12,9:16 PM,9/26/12,10:18 PM,Puerto Rico Electric Power Authority (PREPA),Puerto Rico,PR,600,"371,526",voltage reduction
Generator Loss/Voltage Reduction,2005,2/18/05,8:16 a.m.,2/18/05,8:41 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,648,"372,288","equipment failure, voltage reduction"
Severe Weather - Snow/Ice,2014,2/12/14,7:48 AM,2/15/14,4:30 AM,Southern Company,Northern/Northeastern Georgia,SERC,"1,246","373,835","severe weather, winter storm"
Severe Thunderstorms,2009,2/11/09,6:18 p.m.,2/16/09,8:10 p.m.,Allegheny Power,"Maryland, Virginia, West Virginia and Pennsylvania",RFC,N/A,"374,644","severe weather, thunderstorm"
Tropical Depression Ike,2008,9/14/08,11:30 a.m.,9/14/08,4:30 p.m.,Louisville Gas/Kentucky Utilities,State of Kentucky,RFC,N/A,"375,000","severe weather, hurricane/tropical storm"
Severe Weather,2011,10/29/11,9:59 AM,11/7/11,1:00 PM,Jersey Central Power & Light Company,Northwest and Central New Jersey,RFC,UNK,"379,000",severe weather
Major Transmission Line Tripped due to Lightning Strike,2004,8/20/04,3:31 p.m.,8/20/04,9:45 p.m.,National Grid USA,"Boston, Massachusetts",NPCC,"22,700","380,000","severe weather, thunderstorm, transmission interruption"
Ice Storm,2009,1/27/09,5:00 a.m.,1/29/09,4:30 p.m.,Louisville Gas and Electric/Kentucky Utilities,State of Kentucky,RFC,N/A,"383,000","severe weather, winter storm"
Winter Storm,2002,12/19/02,6:00 AM,12/21/02,5:00 AM,Pacific Gas & Electric,Northern and Central California,WECC,56,"385,000","severe weather, winter storm"
Voltage Reduction; Line and Generator Trip,2013,7/3/13,12:04 PM,7/3/13,12:48 PM,Puerto Rico Electric Power Authority,System-wide Puerto Rico,PR,480,"393,000","voltage reduction, generator trip"
Severe Weather - Hailstorm,2013,6/21/13,5:39 PM,6/24/13,6:00 AM,Xcel Energy,Minneapolis/St. Paul area Minnesota,MRO,Unknown,"400,000","severe weather, hail"
Severe Weather - Hurricane Sandy,2012,10/29/12,6:11 PM,11/4/12,10:50 PM,PPL Electric Utilities Corp,Central Pennsylvania,RFC,Unknown,"400,000","severe weather, hurricane/tropical storm"
Severe Weather,2010,6/18/10,4:00 p.m.,6/20/10,1:00 PM,Commonwealth Edison,"Chicago, IL",RFC,N/A,"400,000",severe weather
Load Shedding,2008,11/7/08,11:15 a.m.,11/7/08,11:54 a.m.,California ISO,Southern California,WECC,430,"400,000",load shedding
Severe Weather,2009,12/18/09,8:00 p.m.,12/25/09,9:30 p.m.,American Electric Power,"West Virginia, Kentucky, Ohio",RFC,N/A,"403,913",severe weather
Severe Storm with High Wind Gusts,2004,10/18/04,10:30 p.m.,10/20/04,9:00 a.m.,Pacific Gas and Electric  Company,Northern California,WECC,140,"407,440","severe weather, wind"
CAISO initiated interruption of  interruptible and firm load due to declaration of  Transmission Emergency in Southern California,2005,8/25/05,3:51 p.m.,8/25/05,8:00 p.m.,Southern California Edison Company,Southern California,WECC,864,"409,000","load shedding, transmission interruption"
Severe Weather - Thunderstorms,2014,6/30/14,8:00 PM,7/2/14,6:30 PM,Exelon Corporation/ComEd,Illinois,RFC,Unknown,"420,000","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2012,6/29/12,10:15 PM,7/5/12,12:52 PM,Pepco,"Montgomery and Prince Georges Counties, Maryland; District of Columbia",RFC,"3,000","425,000","severe weather, thunderstorm"
Hurricane Isabel,2003,9/18/03,9:00 p.m.,9/21/03,5:00 p.m.,PPL Electric Utilities,"All PPL including: Williamsport, Harrisburg, Lancaster, Scranton and Allentown areas",MAAC,"1,300","425,000","severe weather, hurricane/tropical storm"
Ice Storm,2003,4/3/03,7:00 p.m.,4/6/03,5:00 p.m.,Consumers Energy,Lower Michigan Peninsula,ECAR,300,"425,000","severe weather, winter storm"
Severe Weather - Winter Storm,2012,1/19/12,7:00 AM,1/20/12,3:00 PM,Puget Sound Energy,"King, Pierce and Thurston Counties, Washington",WECC,"1,600","426,000","severe weather, winter storm"
Severe Weather,2011,4/27/11,8:00 AM,5/2/11,4:03 PM,Southern Company,"Alabama, Florida, Georgia, Mississippi",SERC,"1,422","426,640",severe weather
